举行, 7
总统, 24
前往, 1
中旬, 2
此, 3
土地, 1
建议, 3
还, 3
决定, 1
强调, 5
赴, 2
提出, 2
没有, 1
谈, 1
拟, 7
近期, 3
前来, 1
外界, 1
进行, 2
和谈, 1
压力, 1
和平, 1
面对面, 8
说, 6
就此, 1
未, 5
某地, 3
近日, 1
透露, 7
巴, 6
再, 4
面陈, 2
总理, 18
华盛顿, 5
美国, 14
敦促, 2
借口, 2
消息, 1
会晤, 9
武器, 1
能, 6
采纳, 5
下旬, 1
２０日, 1
安排, 6
强硬, 2
同意, 2
进展, 1
时, 2
分别, 1
宣布, 7
自治, 1
制造, 2
重, 1
会见, 2
白宫, 5
即将, 3
主席, 4
他们, 4
加快, 1
歪曲, 1
欧洲, 3
说服, 8
首脑, 2
本月, 5
将, 5
施加, 1
作出, 5
障碍, 3
先决条件, 2
指出, 1
了, 7
巴勒斯坦, 4
解决, 1
事实, 1
晚上, 2
尽早, 5
称, 1
会谈, 29
改变, 2
辩解, 1
步, 3
２２日, 3
民族, 2
要求, 3
确定, 5
到, 2
非法, 1
当天, 1
昨天, 1
官员, 1
让步, 5
指控, 1
晤, 2
一直, 1
的, 23
他, 4
来访, 1
作为, 2
领导人, 1
毫无, 1
作, 1
以色列, 17
访问, 1
终, 3
是, 1
范围, 1
中东, 1
８日, 1
巴方, 1
表示, 2
先后, 4
度, 3
克服, 3
立场, 3
必须, 2
要员, 1
磋商, 3
人, 3
政府, 4
招待会, 1
本人, 1
果, 3
待, 2
以方, 5
也, 10
美, 2
晚, 1
做出, 1
今天, 2
少于, 3
商讨, 1
